ID_CLIENTE,SEGMENTO_INDUSTRIAL,PORTE,ESTADO,REGIAO
7403979270048469991,Indústria,Grande,PR,Sul
2033394215069562776,Comércio,Médio,ES,Sudeste
4769364850030443969,Indústria,Médio,RJ,Sudeste
7710364735942975505,Serviços,Pequeno,MG,Sudeste
3838562409581494430,Serviços,Pequeno,SP,Sudeste
1007951122586612702,Comércio,Pequeno,MG,Sudeste
943965556104738606,Comércio,Médio,SP,Sudeste
8854680481766219396,Indústria,Grande,PE,Nordeste
1507697130807703164,Serviços,Grande,SP,Sudeste
3461222267175472398,Indústria,Médio,SP,Sudeste
4527499691197377217,Comércio,Médio,BA,Nordeste
2380458252615213706,Serviços,Médio,SP,Sudeste
1253437108265925705,Serviços,Pequeno,PR,Sul
8895896724713458749,Serviços,Médio,PR,Sul
5538710567548269440,Serviços,Pequeno,PR,Sul
8926565682509268383,Serviços,Médio,GO,Centro-Oeste
4284129442855564250,Serviços,Pequeno,PE,Nordeste
5931905128207886847,Comércio,Grande,BA,Nordeste
4512887927067894301,Comércio,Grande,PR,Sul
3915426102465954493,Indústria,Médio,SP,Sudeste
3605652314611460806,Serviços,Grande,RS,Sul
369512959135194353,Serviços,Pequeno,GO,Centro-Oeste
687161638293676970,Serviços,Grande,RJ,Sudeste
7535160686416710323,Serviços,Grande,AP,Norte
7399534253365121062,Comércio,Pequeno,RS,Sul
4993499380140734678,Serviços,Pequeno,MG,Sudeste
7398738404146260251,Comércio,Médio,RS,Sul
3970610368027129821,Comércio,Grande,MG,Sudeste
4130617254899676131,Serviços,Grande,RJ,Sudeste
4858887739802767402,Comércio,Grande,RJ,Sudeste
8511588642284189303,Comércio,Médio,DF,Centro-Oeste
7471183491728700531,Serviços,Pequeno,PE,Nordeste
7070921952745705273,Serviços,Médio,CE,Nordeste
7719481195372677540,Indústria,Médio,SP,Sudeste
5918810537171565818,Serviços,Médio,DF,Centro-Oeste
8252215766413781202,Comércio,Médio,RS,Sul
8437257970907722008,Indústria,Grande,MG,Sudeste
1002362614649347438,Comércio,Médio,GO,Centro-Oeste
1071717046795982412,Indústria,Grande,SP,Sudeste
5726884001073147293,Comércio,Grande,BA,Nordeste
4023893292051953692,Indústria,Médio,CE,Nordeste
5974858472822751652,Indústria,Pequeno,SP,Sudeste
5271966906483787417,Serviços,Grande,SP,Sudeste
1696462947583294958,Serviços,Pequeno,RJ,Sudeste
411246418132008456,Comércio,Pequeno,SP,Sudeste
1708019696828098378,Serviços,Grande,PI,Nordeste
8662805825682258354,Comércio,Grande,MG,Sudeste
5528372913947954503,Serviços,Pequeno,PA,Norte
8733525963966339207,Indústria,Médio,BA,Nordeste
2808145376905474927,Serviços,Médio,PI,Nordeste
6186737197674630993,Serviços,Grande,CE,Nordeste
6164364689409425900,Indústria,Médio,RS,Sul
1579681122696922043,Comércio,Médio,ES,Sudeste
3281617395243454427,Comércio,Grande,RJ,Sudeste
6457349126437565385,Serviços,Médio,PR,Sul
6338963608593807081,Serviços,Grande,SP,Sudeste
4228782541013845761,Indústria,Médio,SP,Sudeste
1414132620714431952,Serviços,Grande,AC,Norte
5091704914816802802,Comércio,Grande,BA,Nordeste
1718188804678631487,Serviços,Pequeno,ES,Sudeste
1310335287370721834,Serviços,Grande,MT,Centro-Oeste
2762573180349093009,Indústria,Médio,GO,Centro-Oeste
1334091158016312155,Serviços,Grande,PR,Sul
1997130697107291654,Comércio,Grande,AP,Norte
7462607259426026440,Comércio,Médio,RS,Sul
7009617206603058827,Serviços,Grande,MT,Centro-Oeste
3571198145319411787,Comércio,Médio,SP,Sudeste
4224328186225861313,Comércio,Grande,RJ,Sudeste
2322847438374159400,Comércio,Pequeno,SP,Sudeste
710593997981520423,Comércio,Pequeno,CE,Nordeste
7743291297670529504,Comércio,Pequeno,ES,Sudeste
5958664040344043635,Serviços,Grande,SC,Sul
6658545687004133787,Serviços,Médio,CE,Nordeste
7776069961364493674,Serviços,Grande,PB,Nordeste
8194803952487492960,Comércio,Médio,MT,Centro-Oeste
665854826624598350,Serviços,Médio,SP,Sudeste
1477629972594346481,Comércio,Médio,RO,Norte
3931892303497206092,Comércio,Grande,RO,Norte
4355447622071493835,Serviços,Grande,RJ,Sudeste
8895160610329228780,Comércio,Grande,RJ,Sudeste
226405871752897670,Serviços,Grande,RS,Sul
7189116056401183589,Serviços,Médio,PE,Nordeste
3384356870037163810,Serviços,Médio,SP,Sudeste
407849532812377755,Serviços,Médio,AL,Nordeste
3738709098002486952,Serviços,Grande,RJ,Sudeste
7076661330300123587,Serviços,Médio,SC,Sul
2208316821038817776,Comércio,Grande,MG,Sudeste
6360697608774060650,Serviços,Médio,SC,Sul
6327126166744640429,Serviços,Médio,BA,Nordeste
1396078312562623766,Serviços,Médio,PE,Nordeste
3538481420098344176,Serviços,Grande,DF,Centro-Oeste
2973474340148068982,Indústria,Médio,MA,Nordeste
8084468342180142818,Serviços,Pequeno,PR,Sul
8090979772607373437,Indústria,Grande,RJ,Sudeste
6802042794837915720,Comércio,Médio,GO,Centro-Oeste
8510653215962746781,Serviços,Grande,RS,Sul
7742577779352014568,Serviços,Médio,AC,Norte
351358693430833867,Serviços,Médio,SP,Sudeste
5058298901476893676,Serviços,Médio,RS,Sul
3449916817695565675,Comércio,Médio,SP,Sudeste
8967780934636007142,Comércio,Médio,MT,Centro-Oeste
3629889536335411116,Comércio,Médio,SP,Sudeste
4863405965754103821,Serviços,Pequeno,CE,Nordeste
3631603567749349715,Comércio,Grande,RS,Sul
1711114950158155307,Serviços,Grande,RJ,Sudeste
4442205629227031623,Comércio,Médio,BA,Nordeste
1097345589386012260,Comércio,Médio,SP,Sudeste
3690886209682028027,Serviços,Grande,RS,Sul
2852602164375541688,Comércio,Grande,RS,Sul
4365965554261111250,Comércio,Médio,TO,Norte
2379038595596744457,Comércio,Grande,MG,Sudeste
744649452655516193,Comércio,Médio,DF,Centro-Oeste
5517114603826429870,Indústria,Grande,PR,Sul
1110185420292414796,Serviços,Grande,MA,Nordeste
2233850024349336054,Serviços,Médio,ES,Sudeste
6089029916190588614,Serviços,Grande,PI,Nordeste
2218664010734431754,Indústria,Médio,PB,Nordeste
5758033363847724111,Indústria,Médio,PR,Sul
7974433795310408854,Serviços,Médio,MG,Sudeste
460993244124061972,Comércio,Grande,MS,Centro-Oeste
2598475569074240783,Comércio,Grande,SC,Sul
8536031856585966123,Comércio,Médio,MG,Sudeste
2771214050521171719,Serviços,Médio,RS,Sul
8244965109768845797,Comércio,Médio,SC,Sul
7913893451349440000,Indústria,Médio,AP,Norte
7646606457278894341,Indústria,Pequeno,PR,Sul
6085815944092871635,Serviços,Grande,GO,Centro-Oeste
8107542605807471599,Serviços,Médio,RJ,Sudeste
7501763663852779083,Indústria,Pequeno,PI,Nordeste
3592461881055047578,Indústria,Grande,SP,Sudeste
4591193860232697465,Comércio,Médio,ES,Sudeste
5091815447165974815,Serviços,Pequeno,DF,Centro-Oeste
5795100045494475994,Comércio,Grande,MG,Sudeste
7986658810701126728,Serviços,Pequeno,MT,Centro-Oeste
5875663709136533612,Serviços,Grande,PR,Sul
4956614249204803652,Serviços,Médio,AL,Nordeste
6815351437572393426,Serviços,Médio,MG,Sudeste
7626832470282570499,Serviços,Grande,ES,Sudeste
9161263096062288704,Serviços,Médio,RS,Sul
1119752495905732753,Indústria,Médio,GO,Centro-Oeste
3647763328551943822,Serviços,Grande,PE,Nordeste
8991419601067014006,Comércio,Grande,SP,Sudeste
6878219806053740921,Serviços,Pequeno,SC,Sul
209314261782935157,Serviços,Grande,MG,Sudeste
1891145854263312840,Serviços,Pequeno,SC,Sul
2903869860445366876,Comércio,Médio,PR,Sul
1054275403532840653,Indústria,Pequeno,SP,Sudeste
8500889177765218320,Indústria,Médio,PE,Nordeste
5735794880899687600,Comércio,Médio,PR,Sul
18719614953021044,Comércio,Grande,BA,Nordeste
7405858498198031046,Indústria,Pequeno,PE,Nordeste
7229721428946324455,Serviços,Grande,PR,Sul
492136427845699874,Serviços,Grande,RS,Sul
6213213514675778388,Comércio,Pequeno,MG,Sudeste
4508520363171713861,Serviços,Pequeno,MG,Sudeste
621182491555347581,Indústria,Pequeno,MG,Sudeste
8924045760456827557,Comércio,Grande,MG,Sudeste
5767156338992526776,Serviços,Grande,PR,Sul
7971169314678400658,Indústria,Médio,RS,Sul
5786614417091653950,Indústria,Grande,RN,Nordeste
9036329217885149501,Comércio,Médio,SP,Sudeste
6055129522348042687,Serviços,Médio,SP,Sudeste
8594897944068249710,Serviços,Médio,GO,Centro-Oeste
1463054873047394970,Serviços,Grande,PR,Sul
7468724002190465812,Serviços,Pequeno,PR,Sul
5386962298800892593,Indústria,Médio,PR,Sul
2191990606593345695,Indústria,Médio,SP,Sudeste
1450216906825650643,Serviços,Grande,PR,Sul
3618862169777063942,Serviços,Médio,SC,Sul
2003221759676247813,Comércio,Pequeno,SC,Sul
8185063234515056194,Serviços,Médio,DF,Centro-Oeste
2300515430178950292,Comércio,Pequeno,ES,Sudeste
295375823203017296,Serviços,Pequeno,SP,Sudeste
4626249002057685539,Comércio,Grande,ES,Sudeste
1687017009357941608,Serviços,Grande,AC,Norte
4537982850248578883,Serviços,Médio,MG,Sudeste
2687720147676132707,Comércio,Grande,RS,Sul
6546850858912852316,Serviços,Grande,AP,Norte
5078307295214858596,Serviços,Pequeno,BA,Nordeste
5198904647759787695,Indústria,Médio,ES,Sudeste
1033361676287635885,Indústria,Médio,RS,Sul
3474419084491017271,Comércio,Pequeno,BA,Nordeste
8173830874846355280,Serviços,Grande,MG,Sudeste
2556046726800414568,Serviços,Grande,PR,Sul
6594970822995540982,Serviços,Médio,TO,Norte
6056959220685085102,Serviços,Pequeno,BA,Nordeste
5010695957153856148,Indústria,Grande,RO,Norte
8106460788895393927,Serviços,Grande,TO,Norte
8487807876567995441,Serviços,Médio,RJ,Sudeste
7719877724419004325,Indústria,Médio,SP,Sudeste
3632378524835692731,Indústria,Grande,RS,Sul
1430896989654626045,Comércio,Grande,PE,Nordeste
7503582542949284252,Comércio,Médio,MA,Nordeste
8271604276097280304,Comércio,Médio,MG,Sudeste
86436955037443683,Serviços,Pequeno,RJ,Sudeste
5383359512938607117,Comércio,Médio,GO,Centro-Oeste
7204322229254419755,Serviços,Médio,PR,Sul
6598561842700412652,Comércio,Grande,SP,Sudeste
8911073840712901131,Comércio,Médio,RJ,Sudeste
6535074478489939949,Indústria,Pequeno,MT,Centro-Oeste
8774171337110190597,Indústria,Médio,SC,Sul
6574147480097265454,Serviços,Médio,CE,Nordeste
5287265869592025756,Comércio,Pequeno,MG,Sudeste
6367769402148499693,Indústria,Médio,ES,Sudeste
6686011791459443533,Indústria,Grande,SP,Sudeste
6669879342590884634,Serviços,Grande,BA,Nordeste
879621668242949113,Indústria,Médio,RO,Norte
8609938720215175911,Indústria,Médio,MG,Sudeste
2108598473865910131,Indústria,Médio,SP,Sudeste
2006188298374001315,Comércio,Grande,AP,Norte
3447213159487287154,Indústria,Grande,SP,Sudeste
2209806355660046187,Serviços,Pequeno,BA,Nordeste
1462395707491634845,Comércio,Médio,SC,Sul
6632750819478927641,Indústria,Grande,SP,Sudeste
6535356415509860671,Comércio,Grande,MT,Centro-Oeste
1179133757491860792,Serviços,Médio,MT,Centro-Oeste
6789516822626221575,Comércio,Grande,RJ,Sudeste
4915404990154267899,Serviços,Médio,PI,Nordeste
1929055606777178697,Comércio,Grande,TO,Norte
3592639146446725280,Indústria,Grande,MT,Centro-Oeste
3950448152833572077,Comércio,Grande,PR,Sul
5481711897502154955,Serviços,Médio,RJ,Sudeste
6636325081217917184,Comércio,Grande,SC,Sul
1153069952490761717,Comércio,Grande,CE,Nordeste
1963239178085807816,Comércio,Grande,MA,Nordeste
6693885248277625807,Comércio,Grande,MG,Sudeste
5689766561863956319,Serviços,Médio,PI,Nordeste
2278650548373578523,Indústria,Grande,SP,Sudeste
7246466789138290692,Indústria,Médio,TO,Norte
4675067298171588603,Comércio,Grande,RJ,Sudeste
7884973711049495555,Serviços,Grande,MT,Centro-Oeste
1152891199251773092,Comércio,Médio,GO,Centro-Oeste
7268895973869107930,Serviços,Grande,GO,Centro-Oeste
186296161813079768,Comércio,Médio,BA,Nordeste
339550163159506478,Indústria,Médio,RS,Sul
8576047157867370630,Serviços,Pequeno,RJ,Sudeste
4235751964155364215,Indústria,Grande,DF,Centro-Oeste
4741325322140814572,Indústria,Médio,RS,Sul
5790563179715256679,Indústria,Grande,PA,Norte
6309684992153258710,Serviços,Médio,MG,Sudeste
2573553293518763494,Indústria,Pequeno,ES,Sudeste
1543875954928694094,Indústria,Pequeno,PR,Sul
4937566934664053767,Comércio,Médio,GO,Centro-Oeste
7105441534376526569,Serviços,Pequeno,SP,Sudeste
8750804459957303037,Serviços,Grande,PE,Nordeste
5334845483867106835,Serviços,Grande,BA,Nordeste
2302464746243069589,Indústria,Pequeno,ES,Sudeste
4155987877874087356,Indústria,Médio,MG,Sudeste
4508632759077888376,Comércio,Médio,MG,Sudeste
5327139240004330145,Serviços,Grande,DF,Centro-Oeste
8918635099296971351,Serviços,Médio,DF,Centro-Oeste
2260816603683347518,Comércio,Grande,PR,Sul
4537268360654655629,Indústria,Pequeno,PR,Sul
7829456717134984253,Indústria,Médio,RS,Sul
1995032058960709559,Indústria,Médio,MT,Centro-Oeste
4714187554103729432,Indústria,Grande,RJ,Sudeste
8846153146417722343,Indústria,Médio,RN,Nordeste
6242636379248496392,Indústria,Médio,RS,Sul
1378864119919978132,Indústria,Pequeno,MG,Sudeste
3817166896467413658,Indústria,Médio,ES,Sudeste
4762091269593841283,Indústria,Pequeno,CE,Nordeste
7142043104834932013,Serviços,Pequeno,CE,Nordeste
4631736838128525597,Comércio,Grande,ES,Sudeste
8559143756893267192,Serviços,Pequeno,RJ,Sudeste
3970572142453508637,Comércio,Médio,GO,Centro-Oeste
1962421014232423027,Comércio,Médio,MG,Sudeste
5306165689101138983,Serviços,Médio,MG,Sudeste
8859064595603380512,Indústria,Grande,SP,Sudeste
6216982347344525048,Indústria,Pequeno,MA,Nordeste
2778852475840838977,Comércio,Grande,PE,Nordeste
4980232475645447238,Comércio,Pequeno,SC,Sul
2146740087301789516,Serviços,Grande,SP,Sudeste
4874157215501489741,Serviços,Pequeno,SP,Sudeste
873223039957991123,Serviços,Grande,MT,Centro-Oeste
8343941262792249232,Indústria,Grande,MG,Sudeste
7968118679747232249,Comércio,Médio,SC,Sul
3584082418739794187,Comércio,Médio,CE,Nordeste
1777508458351542706,Serviços,Grande,SP,Sudeste
4562495119288161876,Indústria,Grande,ES,Sudeste
1129657311668961746,Indústria,Médio,PE,Nordeste
8989558978299738854,Indústria,Grande,RS,Sul
6999154286942764669,Serviços,Pequeno,AC,Norte
1874387298050692165,Serviços,Grande,PR,Sul
4375157493619487776,Serviços,Pequeno,GO,Centro-Oeste
9156666134024889730,Indústria,Médio,PR,Sul
6143250120040658989,Comércio,Pequeno,PR,Sul
5200455618694210402,Comércio,Pequeno,CE,Nordeste
2346482557594782345,Indústria,Médio,MT,Centro-Oeste
6865071386683133124,Comércio,Grande,BA,Nordeste
1348086280988456892,Serviços,Médio,SP,Sudeste
6118873739225005756,Serviços,Pequeno,BA,Nordeste
2711217152718352107,Indústria,Médio,PE,Nordeste
3364209707397843685,Comércio,Médio,RJ,Sudeste
7138126049219817285,Serviços,Médio,BA,Nordeste
6479505064094841194,Comércio,Pequeno,CE,Nordeste
4430825904532764237,Comércio,Grande,MG,Sudeste
2371917341091102894,Serviços,Médio,BA,Nordeste
5855956854975734380,Comércio,Grande,RJ,Sudeste
7836964432867832146,Serviços,Pequeno,RN,Nordeste
4104959289203999917,Comércio,Grande,SC,Sul
2797247267096799785,Serviços,Grande,SP,Sudeste
3731278848600349375,Comércio,Médio,CE,Nordeste
8745827224909388475,Serviços,Pequeno,MG,Sudeste
1141681690629134039,Serviços,Grande,SP,Sudeste
6411753448421231450,Comércio,Médio,PI,Nordeste
2493688222671282470,Comércio,Grande,PR,Sul
4090195792518021727,Indústria,Grande,PE,Nordeste
8374461419511631785,Comércio,Grande,AP,Norte
6662531979151878793,Comércio,Grande,MG,Sudeste
5883155883105348987,Comércio,Pequeno,BA,Nordeste
8552039412779393821,Indústria,Pequeno,MG,Sudeste
424669430335898076,Comércio,Pequeno,AP,Norte
2307201111381758912,Serviços,Médio,SP,Sudeste
3263212305228307743,Serviços,Médio,SP,Sudeste
8047821974672655407,Serviços,Grande,RS,Sul
4210463673385510745,Serviços,Médio,BA,Nordeste
69766362497027920,Serviços,Médio,AC,Norte
4078490786243765404,Comércio,Grande,SP,Sudeste
8004409125524742779,Serviços,Pequeno,RS,Sul
8748106677402909629,Comércio,Pequeno,RO,Norte
2859982583195166819,Indústria,Médio,MG,Sudeste
8609211777002937758,Comércio,Grande,RS,Sul
6547872039250784411,Comércio,Grande,DF,Centro-Oeste
6832005298160297810,Serviços,Pequeno,MS,Centro-Oeste
3333870869270823799,Comércio,Médio,SP,Sudeste
2035700727032031976,Comércio,Médio,SE,Nordeste
1043585102535564595,Serviços,Grande,SP,Sudeste
608816700571896717,Comércio,Médio,MA,Nordeste
1875708128527882196,Comércio,Pequeno,RS,Sul
1082658943827891572,Comércio,Médio,ES,Sudeste
4723919748432185874,Serviços,Médio,PR,Sul
7061868716439556791,Serviços,Médio,RJ,Sudeste
1864367736036633256,Serviços,Médio,SC,Sul
6373947691253940364,Serviços,Médio,SP,Sudeste
3140918607946425426,Comércio,Médio,BA,Nordeste
3685376304786338340,Comércio,Grande,SC,Sul
6914631631926429447,Indústria,Médio,SP,Sudeste
3511416927745338332,Serviços,Médio,PR,Sul
4862285428951244424,Comércio,Médio,PR,Sul
8512418270673092441,Comércio,Médio,DF,Centro-Oeste
7889351655716537527,Indústria,Médio,MG,Sudeste
1273229638516517354,Indústria,Médio,CE,Nordeste
6871485876456523363,Serviços,Médio,MG,Sudeste
988707525807573448,Indústria,Médio,SC,Sul
8090492548102964782,Serviços,Grande,SP,Sudeste
3543162424793477785,Serviços,Grande,SP,Sudeste
5043004928991692540,Comércio,Médio,SP,Sudeste
8536980239903840341,Comércio,Grande,AP,Norte
4997308257850209705,Indústria,Grande,PR,Sul
3772710147663076183,Comércio,Médio,RJ,Sudeste
4982042089827666585,Serviços,Grande,MT,Centro-Oeste
1732933177229870014,Indústria,Médio,AC,Norte
5304403477328695520,Serviços,Médio,MA,Nordeste
493565965354066585,Comércio,Grande,MT,Centro-Oeste
2978852236996041848,Serviços,Médio,MG,Sudeste
7524505197759784814,Serviços,Grande,PI,Nordeste
1589465774841117651,Serviços,Médio,RJ,Sudeste
521351744568531135,Comércio,Médio,MG,Sudeste
3296374419863077251,Serviços,Grande,PE,Nordeste
985215297182099989,Indústria,Grande,PR,Sul
1922661714134822818,Comércio,Pequeno,MT,Centro-Oeste
1849408830951333776,Comércio,Grande,PR,Sul
924957821424248698,Serviços,Grande,MG,Sudeste
3820213618605354326,Indústria,Grande,MG,Sudeste
2673576168790933175,Comércio,Médio,CE,Nordeste
5694881483989656694,Serviços,Médio,RO,Norte
3888528635045328222,Serviços,Médio,SP,Sudeste
2813869270515910849,Comércio,Médio,MG,Sudeste
8097962811568170308,Serviços,Grande,PE,Nordeste
5101193702106031363,Indústria,Grande,SP,Sudeste
472772897496154354,Comércio,Grande,PR,Sul
3903290047715748290,Indústria,Pequeno,SP,Sudeste
8986916198713650374,Serviços,Médio,PI,Nordeste
3682570285558758138,Serviços,Grande,AP,Norte
550640993893626857,Comércio,Médio,SE,Nordeste
494641254909702757,Serviços,Médio,MT,Centro-Oeste
2529163714741999839,Indústria,Pequeno,PI,Nordeste
6704528044328834201,Indústria,Médio,SP,Sudeste
4487571742607713385,Comércio,Grande,SP,Sudeste
334065431792475495,Serviços,Grande,RS,Sul
7200509200540839533,Indústria,Pequeno,MG,Sudeste
5373371196946859811,Serviços,Grande,MG,Sudeste
255928150711119413,Comércio,Grande,SC,Sul
2973518107081249661,Indústria,Médio,GO,Centro-Oeste
7067471043900250355,Serviços,Grande,SP,Sudeste
1071127366397407520,Indústria,Médio,RS,Sul
2983174282784691273,Indústria,Grande,GO,Centro-Oeste
7640249903888628103,Indústria,Médio,AP,Norte
8376902089871279815,Serviços,Médio,SP,Sudeste
6721448955097663572,Serviços,Pequeno,AL,Nordeste
6471448246085839373,Comércio,Grande,SC,Sul
4395421876733405196,Serviços,Grande,PR,Sul
866011924076225884,Serviços,Médio,PA,Norte
1692423451726508456,Serviços,Grande,MS,Centro-Oeste
113538242419211987,Comércio,Médio,PR,Sul
3540559576342636557,Indústria,Pequeno,RJ,Sudeste
4850936440093751199,Indústria,Grande,RJ,Sudeste
5055200744384119654,Serviços,Pequeno,SP,Sudeste
4649044785270813165,Serviços,Médio,BA,Nordeste
8162017568751362437,Indústria,Médio,MA,Nordeste
8873204832986811115,Serviços,Médio,SC,Sul
1611146298923153842,Comércio,Médio,AP,Norte
43266641219008038,Serviços,Grande,MG,Sudeste
8163895533020293251,Serviços,Médio,PR,Sul
8919892162361650175,Serviços,Grande,DF,Centro-Oeste
5114577082647278423,Comércio,Médio,PE,Nordeste
2459664758252154072,Comércio,Pequeno,MG,Sudeste
4888650984285190697,Comércio,Médio,SP,Sudeste
4351694415353093046,Comércio,Grande,MG,Sudeste
8099657915545873036,Comércio,Médio,RJ,Sudeste
209477776078372134,Serviços,Grande,PR,Sul
8464809590757561185,Serviços,Médio,SP,Sudeste
705648002974742140,Indústria,Médio,MS,Centro-Oeste
3109771318936962520,Indústria,Médio,MA,Nordeste
3697819710996931657,Comércio,Médio,PR,Sul
2333404192508932057,Indústria,Grande,MS,Centro-Oeste
525652670391923872,Indústria,Grande,RS,Sul
8174633018998080168,Serviços,Pequeno,BA,Nordeste
7911162482760986289,Comércio,Grande,SP,Sudeste
6394935036014530592,Comércio,Grande,MG,Sudeste
6885171468891031140,Comércio,Médio,SP,Sudeste
7060969657673447359,Comércio,Médio,PR,Sul
3536704882799524586,Indústria,Médio,SC,Sul
4170463992215954403,Serviços,Médio,PR,Sul
8619312279454356821,Indústria,Grande,MG,Sudeste
5714540197488862003,Indústria,Médio,BA,Nordeste
6810366761249506182,Serviços,Grande,BA,Nordeste
2005542793747273676,Serviços,Grande,AP,Norte
956217406816925982,Serviços,Médio,PR,Sul
8012945665375811304,Indústria,Grande,GO,Centro-Oeste
5162636608292907782,Comércio,Grande,MG,Sudeste
1467843186411742274,Serviços,Médio,DF,Centro-Oeste
1825022747815271956,Indústria,Grande,RJ,Sudeste
3492978633103560560,Indústria,Médio,SC,Sul
9101617110967101591,Indústria,Grande,MG,Sudeste
2929243640075785940,Comércio,Grande,CE,Nordeste
8907133353015280586,Comércio,Grande,ES,Sudeste
3536431875244944563,Serviços,Grande,RS,Sul
5304536516981778801,Indústria,Médio,AC,Norte
4541506527938763361,Serviços,Médio,RS,Sul
5651190097741301133,Serviços,Pequeno,MT,Centro-Oeste
326257359176916767,Indústria,Médio,PB,Nordeste
7790849460101092738,Comércio,Médio,PR,Sul
8646086919778610813,Serviços,Médio,DF,Centro-Oeste
5036870533568879731,Indústria,Médio,MT,Centro-Oeste
5951322986271477998,Serviços,Médio,MG,Sudeste
4187591029730357479,Indústria,Pequeno,MT,Centro-Oeste
2166129906801669318,Indústria,Médio,DF,Centro-Oeste
901119221367843192,Indústria,Grande,PR,Sul
1574054842704135993,Comércio,Pequeno,SP,Sudeste
7712263029835111826,Serviços,Médio,BA,Nordeste
8049805689946244047,Serviços,Médio,PA,Norte
7708030042671632236,Comércio,Grande,RJ,Sudeste
1093053069479288753,Indústria,Pequeno,AP,Norte
7692335720341018458,Indústria,Médio,SP,Sudeste
8060154314331993193,Indústria,Pequeno,SP,Sudeste
4641659186059167709,Serviços,Grande,MG,Sudeste
6081226091774593903,Serviços,Grande,MA,Nordeste
4604807967654337091,Comércio,Pequeno,RS,Sul
1801648099512442340,Serviços,Médio,MG,Sudeste
6765961450216188291,Serviços,Pequeno,PR,Sul
2444743522510084109,Comércio,Grande,DF,Centro-Oeste
7038761645302069945,Comércio,Médio,BA,Nordeste
7529137091657891207,Comércio,Grande,MG,Sudeste
2988042199057874759,Serviços,Médio,MG,Sudeste
4165983075385227812,Comércio,Médio,MG,Sudeste
3408536439470975134,Indústria,Pequeno,RS,Sul
1156053485989336481,Comércio,Pequeno,MG,Sudeste
2446803760137518909,Serviços,Médio,AP,Norte
8385636129786687263,Comércio,Médio,RS,Sul
1329553496073467331,Indústria,Grande,PR,Sul
1594877745775952421,Comércio,Pequeno,MT,Centro-Oeste
8706851346184249504,Serviços,Grande,MG,Sudeste
4137237863152538907,Indústria,Médio,SP,Sudeste
8603678028264007695,Serviços,Médio,BA,Nordeste
8463871205935856285,Serviços,Grande,RS,Sul
7999843484680834128,Serviços,Médio,PE,Nordeste
287529573188507001,Serviços,Médio,SC,Sul
5401282050253009067,Serviços,Médio,CE,Nordeste
3357976326879346012,Indústria,Pequeno,AP,Norte
3387580208304842365,Serviços,Grande,SP,Sudeste
89342157110910412,Serviços,Grande,RJ,Sudeste
1757249986361236700,Indústria,Médio,SP,Sudeste
864510931144626280,Serviços,Médio,AL,Nordeste
1678680306005074426,Serviços,Médio,ES,Sudeste
9142266044170177362,Serviços,Médio,RJ,Sudeste
191536915328669008,Serviços,Médio,SC,Sul
4495596792165551705,Comércio,Grande,SP,Sudeste
1410427447068048908,Comércio,Grande,SP,Sudeste
165658847908185334,Comércio,Pequeno,SP,Sudeste
1735718258017802778,Serviços,Pequeno,SP,Sudeste
5757271354816214865,Comércio,Médio,SC,Sul
353597552829913556,Indústria,Grande,SC,Sul
789708718782735131,Comércio,Grande,RS,Sul
1674864668198542837,Indústria,Médio,PR,Sul
7215053254854713098,Comércio,Grande,CE,Nordeste
5558533999208199371,Comércio,Médio,BA,Nordeste
4660230701075746534,Comércio,Grande,PR,Sul
8004521604421988528,Comércio,Grande,MG,Sudeste
340285351737204923,Indústria,Médio,SP,Sudeste
8612109591546880230,Comércio,Médio,RS,Sul
1675463974205444838,Comércio,Pequeno,SP,Sudeste
201407186688861102,Indústria,Pequeno,SP,Sudeste
2772135008486239291,Comércio,Médio,RJ,Sudeste
4018182555897034052,Serviços,Pequeno,SP,Sudeste
7269781193318890653,Comércio,Médio,MG,Sudeste
3258407002716263546,Serviços,Médio,MA,Nordeste
8418046305741705080,Serviços,Pequeno,PI,Nordeste
6805207507093657474,Serviços,Grande,MT,Centro-Oeste
2106875407768047316,Comércio,Grande,SP,Sudeste
8407417316873478459,Serviços,Pequeno,SC,Sul
622073912578471754,Serviços,Pequeno,AP,Norte
6682793026934039107,Comércio,Pequeno,SP,Sudeste
1827463638348028912,Indústria,Médio,MG,Sudeste
8994944800097997361,Comércio,Grande,SP,Sudeste
1717812527056208209,Serviços,Pequeno,BA,Nordeste
9175443729335908760,Indústria,Médio,SC,Sul
7508699125755580600,Comércio,Grande,PE,Nordeste
7458891296671174680,Comércio,Grande,MS,Centro-Oeste
2041629715337841430,Comércio,Pequeno,RS,Sul
4704892067681576893,Indústria,Médio,PR,Sul
7653720501687957310,Comércio,Médio,RJ,Sudeste
9089047150245738873,Indústria,Médio,CE,Nordeste
6724017568171288443,Indústria,Médio,MG,Sudeste
3822753345985951756,Comércio,Pequeno,RS,Sul
4900073965147412482,Comércio,Grande,PB,Nordeste
6080407793834027692,Indústria,Grande,GO,Centro-Oeste
1106971614386004604,Serviços,Médio,SP,Sudeste
1207306324957395736,Indústria,Médio,RJ,Sudeste
2599553738202677545,Serviços,Grande,SP,Sudeste
5429414161455643517,Serviços,Médio,RS,Sul
3361278050140871809,Comércio,Médio,AL,Nordeste
7944852965555666513,Indústria,Pequeno,AP,Norte
1767360303789815418,Serviços,Médio,ES,Sudeste
